step,epoch,loss,grad_norm,learning_rate,eval_mit-movie,eval_mit-restaurant,eval_crossner_ai,eval_crossner_literature,eval_crossner_music,eval_crossner_politics,eval_crossner_science,eval_average,eval_runtime,eval_samples_per_second,eval_steps_per_second
2990,0.731,0.0164,0.04969120770692825,5e-05,,,,,,,,,,,
3000,0.733,0.0157,0.04994266852736473,5e-05,,,,,,,,,,,
3010,0.736,0.0145,0.04544039070606232,5e-05,,,,,,,,,,,
3020,0.738,0.0163,0.060412995517253876,5e-05,,,,,,,,,,,
3030,0.741,0.0153,0.04852868244051933,5e-05,,,,,,,,,,,
3040,0.743,0.018,0.06561490148305893,5e-05,,,,,,,,,,,
3050,0.746,0.0152,0.03883318975567818,5e-05,,,,,,,,,,,
3060,0.748,0.0151,0.05321392044425011,5e-05,,,,,,,,,,,
3070,0.751,0.0159,0.06307833641767502,5e-05,,,,,,,,,,,
3080,0.753,0.0165,0.041506022214889526,5e-05,,,,,,,,,,,
3090,0.756,0.0153,0.05002396181225777,5e-05,,,,,,,,,,,
3100,0.758,0.015,0.05162695050239563,5e-05,,,,,,,,,,,
3110,0.76,0.0167,0.051082294434309006,5e-05,,,,,,,,,,,
3120,0.763,0.0147,0.04096990451216698,5e-05,,,,,,,,,,,
3130,0.765,0.0157,0.033705197274684906,5e-05,,,,,,,,,,,
3140,0.768,0.017,0.05882427096366882,5e-05,,,,,,,,,,,
3150,0.77,0.0157,0.044024355709552765,5e-05,,,,,,,,,,,
3160,0.773,0.0151,0.03415470942854881,5e-05,,,,,,,,,,,
3170,0.775,0.0155,0.04465116187930107,5e-05,,,,,,,,,,,
3180,0.778,0.0157,0.05166899412870407,5e-05,,,,,,,,,,,
3190,0.78,0.0164,0.05029601231217384,5e-05,,,,,,,,,,,
3200,0.782,0.0165,0.045614831149578094,5e-05,,,,,,,,,,,
3210,0.785,0.0155,0.05381932854652405,5e-05,,,,,,,,,,,
3220,0.787,0.0156,0.0563204325735569,5e-05,,,,,,,,,,,
3230,0.79,0.0151,0.0302957221865654,5e-05,,,,,,,,,,,
3240,0.792,0.0162,0.06270544975996017,5e-05,,,,,,,,,,,
3250,0.795,0.0155,0.031861331313848495,5e-05,,,,,,,,,,,
3260,0.797,0.0155,0.04053372144699097,5e-05,,,,,,,,,,,
3270,0.8,0.0171,0.059695273637771606,5e-05,,,,,,,,,,,
3280,0.802,0.0162,0.03941916301846504,5e-05,,,,,,,,,,,
3290,0.804,0.0161,0.060852132737636566,5e-05,,,,,,,,,,,
