method,candidate,average,ai,literature,music,politics,science,movie,restaurant
sample-temp=1.5-top_p=0.9,10,0.7556188045433762,0.731046931357953,0.7372340425032993,0.8440396811989692,0.7971758664454865,0.8428543950259795,0.7364007965128999,0.557981173596504
sample-temp=1.5-top_p=0.9,20,0.7981503229096526,0.7808136004357138,0.7835382148084985,0.8775675238057106,0.835257890635121,0.8689574839336743,0.7869226776879853,0.6158091858389643
sample-temp=1.5-top_p=0.9,30,0.818470404326012,0.8046327338725564,0.8084087279969405,0.8911564625350124,0.8531342514624,0.884353741446578,0.8092831355874236,0.6460038985880531
sample-temp=1.5-top_p=0.9,40,0.8321142968099102,0.8194401722046469,0.8182546036330703,0.899660688267959,0.866322580595141,0.8940719144300566,0.8264344261799336,0.6671820641193311
sample-temp=1.5-top_p=0.9,50,0.8416357964016958,0.8305504019289239,0.8294243069863627,0.9066537467200004,0.8788623141064125,0.8986801241735836,0.8353133960995403,0.6799923120798153
sample-temp=1.5-top_p=0.9,60,0.8481456244025858,0.8357010499808343,0.8357256777810408,0.909355307754144,0.8858435681464901,0.9029126213092036,0.8443401040638913,0.6895230798218659
sample-temp=1.5-top_p=0.9,70,0.853458553270007,0.8412895225785907,0.8403718458996302,0.9133247088762372,0.8900374724916521,0.907076205237692,0.8518179040139156,0.6956355282828756
sample-temp=1.5-top_p=0.9,80,0.8571845367845599,0.846393034775818,0.843418258973445,0.9159120309978412,0.8924508789572193,0.9105406456131434,0.8560983040023343,0.70192858501982
sample-temp=1.5-top_p=0.9,90,0.8608087091258683,0.8497827435874399,0.84895142017839,0.9190938510826624,0.8955610197506801,0.9127386053259,0.8597771022806114,0.7075399847196714
sample-temp=1.5-top_p=0.9,100,0.8644146003338358,0.8544776118902453,0.8531988319118646,0.9211336031888436,0.8987194411606909,0.9158222914542608,0.8639854486164226,0.7121673003321557
sample-temp=2.0-top_p=0.8,1,0.4470233138558682,0.4262090483119082,0.4092863284117803,0.5727715292433685,0.5238156705321497,0.5544156104911322,0.3725782413832034,0.2096774193150267
sample-temp=2.0-top_p=0.8,2,0.5545461524187764,0.5308027379711244,0.5173288249717872,0.6796084286873932,0.6234703078206535,0.6701010500787632,0.4932815102237859,0.3059033988849955
sample-temp=2.0-top_p=0.8,3,0.6083483834368819,0.5959183672969055,0.5701459034298345,0.7245896202451825,0.6642552641277405,0.7253007295890962,0.5614265397172913,0.3633187772496122
sample-temp=2.0-top_p=0.8,4,0.6447541814000322,0.6295597483776392,0.610815354391598,0.7555262289173598,0.6946771490671377,0.7603305784623677,0.6047982551312735,0.4053471323410515
sample-temp=2.0-top_p=0.8,5,0.671992718765223,0.6554096309693473,0.6365914786472459,0.7796442687247199,0.7233160621261524,0.7831063745305887,0.6374769697138758,0.4338533874319389
sample-temp=2.0-top_p=0.8,10,0.7373993325979457,0.7204736677592415,0.7050639954986263,0.8277786898203064,0.7892680385016982,0.826828789908786,0.7126658108196319,0.5301652892107261
sample-temp=2.0-top_p=0.8,20,0.7879905319049549,0.7801328692951085,0.75932017538893,0.8629641800354491,0.8325321553352023,0.8673469387254786,0.77121148158861,0.6039026352382004
sample-temp=2.0-top_p=0.8,30,0.8121251176818809,0.8031397173753854,0.7790856829505937,0.8807610299647631,0.852212274505584,0.886524822645001,0.8032120137164014,0.6394125818145863
sample-temp=2.0-top_p=0.8,40,0.8281500876413636,0.8198874295934772,0.7953438007082099,0.8953412072990831,0.8641847191094085,0.8964159117262551,0.8231384359252362,0.6631226618941906
sample-temp=2.0-top_p=0.8,50,0.8401540207825331,0.8324459755215127,0.8115625851698093,0.9010305904947356,0.8778210116231357,0.9047807190333306,0.8339544512962938,0.6834997063531602
sample-temp=2.0-top_p=0.8,60,0.8474350760848433,0.8389114794619914,0.8221258133992592,0.90543193712277,0.8835882809974294,0.9109575517762226,0.8433336775297732,0.6924127169410824
sample-temp=2.0-top_p=0.8,70,0.8534790420137588,0.8465408804530972,0.8286334055901482,0.9075465533639084,0.8883400493455409,0.9149062191010005,0.8504471168175567,0.7045807452940701
sample-temp=2.0-top_p=0.8,80,0.8590027019890057,0.8519333542410552,0.8361673413806985,0.9108134596036992,0.8936833896042622,0.918641390155335,0.8570843989273912,0.7119365447385918
sample-temp=2.0-top_p=0.8,90,0.8635839567758941,0.8580421781054454,0.8436147185649359,0.9136044422168536,0.8973492722992582,0.9202211689862984,0.861801875205162,0.720415624350916
sample-temp=2.0-top_p=0.8,100,0.8676589587790496,0.8635502210491357,0.8499594484498051,0.9166802543116376,0.901130310460574,0.922075359981528,0.8663472320841293,0.7250384024099277
sample-temp=2.0-top_p=0.9,1,0.3825553882068705,0.3718032786386447,0.3295657346333205,0.4485654303213061,0.4674666666167342,0.4725577452352591,0.3418444677156131,0.1766635426042494
sample-temp=2.0-top_p=0.9,2,0.4977497038593692,0.4878680038322863,0.4609557109068855,0.5828767122789912,0.5633690901367696,0.5941127694359989,0.4622876556713188,0.2746781115469204
sample-temp=2.0-top_p=0.9,3,0.556534890949047,0.5429487178987285,0.5201947865449872,0.6534450332892426,0.6156904319670029,0.6498046472870901,0.5227983906536902,0.3367909953228681
sample-temp=2.0-top_p=0.9,4,0.5945426194933907,0.585663773656221,0.5566361555572714,0.690878090316771,0.6489065605862228,0.681649484486148,0.5661674985651108,0.3810352326667082
sample-temp=2.0-top_p=0.9,5,0.6209981897619272,0.6095912455245293,0.584050487615852,0.7153210854043559,0.6706364959140408,0.7006395708186461,0.5968008824667381,0.4205347593143119
sample-temp=2.0-top_p=0.9,10,0.6960079788780124,0.6780952380452158,0.6642024452166215,0.7715531700272446,0.736217356847938,0.7780497755518154,0.6835057157923515,0.5140478667602298
sample-temp=2.0-top_p=0.9,20,0.7541430192466689,0.741236456291601,0.7192145862058454,0.8125208124708666,0.7813196903606059,0.8303858520400129,0.7520511453957919,0.6021809369488341
sample-temp=2.0-top_p=0.9,30,0.7839352584389063,0.773736723477528,0.7466442952525603,0.8367992014140325,0.8075511273752796,0.855649376709128,0.7864599809694425,0.6415169660211536
sample-temp=2.0-top_p=0.9,40,0.8035271424138377,0.797301638241039,0.7634529147487794,0.850999999950057,0.8267086448404684,0.8690763051708615,0.8089511659027699,0.6699526813409171
sample-temp=2.0-top_p=0.9,50,0.8164020502066139,0.8107588856368301,0.7737266907381327,0.8622814320899365,0.8379976349519797,0.879983890405077,0.8228428511386137,0.6896686923659878
sample-temp=2.0-top_p=0.9,60,0.8260349126685136,0.8187059576694017,0.783021502324167,0.8719654139839677,0.8480880041406765,0.884870403807724,0.833056478355888,0.7037757881969829
sample-temp=2.0-top_p=0.9,70,0.8337357794927502,0.8283151825252626,0.7933147631816962,0.8759342301443619,0.8560576292885732,0.8919678714359209,0.8390971215077986,0.7167473378033064
sample-temp=2.0-top_p=0.9,80,0.8395982497513973,0.8343479653456974,0.8006672226360472,0.880398671046388,0.8608889471114035,0.8955283737217815,0.845550278703346,0.7261858850274816
sample-temp=2.0-top_p=0.9,90,0.8451144999751131,0.839205637361905,0.807115063874875,0.8844237794252985,0.8674950947832222,0.9001005024625413,0.8511033202227141,0.7327950787680394
sample-temp=2.0-top_p=0.9,100,0.8498933478345845,0.8439306357881476,0.8121883656014053,0.8870834023708611,0.8730698769455495,0.902071184345716,0.8559662307751438,0.7419293218240564
sample-temp=3.0-top_p=0.7,1,0.2023869457886452,0.1948905109003871,0.16392384635595,0.2303892510888804,0.241514930759369,0.231609613936575,0.2037178507331333,0.102755026026938
sample-temp=3.0-top_p=0.7,2,0.296825304989867,0.2817502667599724,0.2582677164885045,0.3288525228434433,0.3473669187461207,0.3377591427421696,0.3022476095417946,0.1575109382237106
sample-temp=3.0-top_p=0.7,3,0.3553067519235293,0.356749311245311,0.3094789704488817,0.3821483770773232,0.4101983002338238,0.3939324292779011,0.3629201033650079,0.2094017093639867
sample-temp=3.0-top_p=0.7,4,0.4015614391921502,0.3982056590257913,0.3602133667555851,0.4247517188212175,0.4479955143883262,0.4508958947117863,0.4129771922950901,0.256470039597259
sample-temp=3.0-top_p=0.7,5,0.434944133244422,0.4290681501592838,0.3931677018159989,0.4457077884678784,0.4783464566433678,0.4904041543876602,0.4522686024950857,0.2964154411364747
sample-temp=3.0-top_p=0.7,10,0.5274816557736385,0.5086865878589159,0.4809815950443268,0.5270244996708688,0.5580545402934349,0.5935340021804497,0.5563786007762961,0.4056562085303546
sample-temp=3.0-top_p=0.7,20,0.6088325506423247,0.5892428913516351,0.5614567526075658,0.5889682975504424,0.6333613209691529,0.6691482373054909,0.6460237659487502,0.5122210414009953
sample-temp=3.0-top_p=0.7,30,0.6482788341915201,0.6306429548068098,0.5977636747781544,0.6231963469829375,0.664714903059244,0.7047826086461215,0.6881987577160787,0.569937369474778
sample-temp=3.0-top_p=0.7,40,0.675131652762044,0.659574468035591,0.6260504201198285,0.6433490394579195,0.689080300033687,0.7284510692958329,0.718537509705445,0.6024344955187348
sample-temp=3.0-top_p=0.7,50,0.6952287181182039,0.6819739547140043,0.6427289047990903,0.6616188930461415,0.7096684312682715,0.7498389520654378,0.7372609704390631,0.6261758690747858
sample-temp=3.0-top_p=0.7,60,0.7100087354250185,0.7024256917850756,0.6542000593163174,0.6786938480474829,0.7221224263700698,0.7623931623434594,0.7518104015314426,0.6427552475594648
sample-temp=3.0-top_p=0.7,70,0.7213712232766013,0.7128169978942628,0.664697193452162,0.6896054764414858,0.7317546045756993,0.7701810436137413,0.7650332859930394,0.6582843236204263
sample-temp=3.0-top_p=0.7,80,0.7308128045880466,0.7211440244652065,0.6723629934693435,0.7001983053410743,0.7398587843888974,0.7790326016975558,0.7754260283893241,0.6689571543595266
sample-temp=3.0-top_p=0.7,90,0.7392642069617544,0.7291311754188858,0.6808510637812158,0.7095263820865402,0.747544611929818,0.7863066127505948,0.7832666738242675,0.6798069186985115
sample-temp=3.0-top_p=0.7,100,0.7457226828521415,0.7347633639272417,0.6853270476826604,0.7136675080647314,0.7544976473347397,0.7914370495475163,0.7902670111483466,0.6901380275588801
sample-temp=3.0-top_p=0.8,1,0.1274158911537289,0.1320604613699359,0.1054120975880769,0.1304347825661389,0.1637146959797936,0.1277173912613721,0.1338748074121998,0.0647879904905547
sample-temp=3.0-top_p=0.8,2,0.2006096398883982,0.2082043343182811,0.1656314699360499,0.2028477546117707,0.230985915445385,0.2109971059802048,0.2224938874907002,0.1176168463994881
sample-temp=3.0-top_p=0.8,3,0.2519906322746585,0.2553516819097798,0.2153635116162514,0.2523686476734388,0.2811679282697197,0.2689032257611136,0.2798725437717798,0.1592340639632068
sample-temp=3.0-top_p=0.8,4,0.2927114419762163,0.2949695121476273,0.2509274873081043,0.2894514767482974,0.3179173046992016,0.3165613147452903,0.3259162303243897,0.199061496631287
sample-temp=3.0-top_p=0.8,5,0.3241229810561162,0.3370018974855954,0.2782081508481532,0.310598111182532,0.3473108477183379,0.3504273503810318,0.3616331820701329,0.2316865417018539
sample-temp=3.0-top_p=0.8,10,0.418456215654525,0.4249628528493224,0.357664233531586,0.3966976263731649,0.4312959903404023,0.4560546874527473,0.4696264620361112,0.3306017325765814
sample-temp=3.0-top_p=0.8,20,0.5032551892799412,0.5108575634407778,0.4363636363177268,0.4620316569357216,0.5009737827229408,0.5457618932149332,0.5632394193959525,0.4444943819810935
sample-temp=3.0-top_p=0.8,30,0.5442408830369864,0.5496350364478065,0.4818181817722693,0.4941883767066651,0.5376537653279685,0.5785476981010148,0.6099952175530473,0.4951669595355586
sample-temp=3.0-top_p=0.8,40,0.5715347879078578,0.5768115941542097,0.5033707864705359,0.5174464710075468,0.5640029872553034,0.6075180947449864,0.6366323755003178,0.5317443119826446
sample-temp=3.0-top_p=0.8,50,0.5924409179630609,0.5971769814930913,0.5258126194562989,0.5365369340275372,0.5795979150667013,0.6266294226703604,0.6613731900511163,0.5551494301863193
sample-temp=3.0-top_p=0.8,60,0.6102957777803935,0.6108303248609878,0.5436220471971479,0.5486234897527583,0.5972139892813693,0.6424918642007088,0.6828087166596782,0.5768822905176618
sample-temp=3.0-top_p=0.8,70,0.6241051123922916,0.6189276717755778,0.5565978736238782,0.5600158196086737,0.610865072286529,0.6578886578400532,0.6983035304430929,0.5926860024772949
sample-temp=3.0-top_p=0.8,80,0.6342978675293159,0.6296429858870287,0.5649045980135244,0.571259609651063,0.6189424067856759,0.6688102893403515,0.707239095636333,0.6070981210405385
sample-temp=3.0-top_p=0.8,90,0.643375781900334,0.6399132320553867,0.5736579275432894,0.5777166436939737,0.6265273074735299,0.6793490716908736,0.715245360307543,0.6212058211605933
sample-temp=3.0-top_p=0.8,100,0.6515358266250747,0.6480286737862337,0.5867078824872787,0.5859298451415987,0.6339811542502581,0.6853725850479053,0.7224429560198925,0.631208609226112
sample-temp=3.0-top_p=0.9,1,0.0703142166227567,0.0728265816630287,0.0644647830944,0.0664282064062027,0.0717522658222019,0.0735475895826918,0.086903491355598,0.0417710943811259
sample-temp=3.0-top_p=0.9,2,0.1227015811340609,0.1293752768752384,0.1108956959706154,0.1194921582925267,0.1290441855763302,0.127595546156853,0.1444742329135075,0.0766073871170833
sample-temp=3.0-top_p=0.9,3,0.1608121399101127,0.1739886906930072,0.1425833652375269,0.1499999999641104,0.1689274732809108,0.1623067776083592,0.1927605756303115,0.1046386191761524
sample-temp=3.0-top_p=0.9,4,0.1912336759837486,0.2065075921486474,0.1663487218249997,0.1746533689734756,0.1962600177670034,0.1898025345921787,0.2367218731790568,0.1261020571467177
sample-temp=3.0-top_p=0.9,5,0.2191658048569342,0.232235701864097,0.1971937807741749,0.2014492753252722,0.2171448812891861,0.2206613988494604,0.2721492157323315,0.1484808454146041
sample-temp=3.0-top_p=0.9,10,0.3069552398421696,0.3217427733116513,0.2696132596290701,0.2710900473548994,0.2979613172591039,0.3168934239956914,0.3779355543023651,0.234307496791429
sample-temp=3.0-top_p=0.9,20,0.3896844423866279,0.4108686701898528,0.3389953017302035,0.3190298507067003,0.3706070287088354,0.3971708378243128,0.4764281023874926,0.3455598455233629
sample-temp=3.0-top_p=0.9,30,0.4338498974984028,0.4553174281792804,0.374100719383503,0.3550624132746938,0.4093116730412628,0.4423913043048332,0.5232438016100562,0.404884922460306
sample-temp=3.0-top_p=0.9,40,0.4626528990833036,0.4810227726267886,0.4005743000306979,0.3786873999134396,0.4323870317034968,0.4704286488988646,0.5546775426534156,0.4450092421045372
sample-temp=3.0-top_p=0.9,50,0.4842351601351397,0.5027932960433362,0.4169054440848549,0.3952424519262511,0.4494344081940741,0.4905149051059171,0.5772624148790818,0.4786557674433509
sample-temp=3.0-top_p=0.9,60,0.5029041473929193,0.519138755934782,0.4298932383925658,0.4110025005271258,0.4683714669804312,0.5041745219064591,0.5964343597609821,0.5071813285043207
sample-temp=3.0-top_p=0.9,70,0.5157024792949405,0.5283320031462873,0.4432699083440271,0.4257918551621528,0.4782754010241076,0.5179240234982273,0.6092551348227506,0.5225706025819856
sample-temp=3.0-top_p=0.9,80,0.5266780343690922,0.5376088677288051,0.4566210045238745,0.434509099036989,0.4885699982859159,0.5275423728371094,0.6197148475458194,0.5377817056580554
sample-temp=3.0-top_p=0.9,90,0.5367869256416717,0.5440251571861295,0.4640729056708339,0.4432480932734293,0.4978441127237775,0.5344236348803963,0.6329021234595831,0.550438596448484
sample-temp=3.0-top_p=0.9,100,0.5456666563886269,0.5560327996408293,0.4707927676900854,0.4494080857295262,0.506219936925603,0.5422664223577413,0.6434212124437729,0.5600698994764906
